review_text,label
"The idea of ​​a walk in this park seemed poetic. A stream and a fall, in Montreal? In fact, it is a neglected park. I guess it's a good thing to give way to nature, but it's not interesting to visit. Access to the creek near the falls is fenced. There has already been a concrete staircase once, but it is destroyed and the descent is a little dangerous. The ""fall"" itself is located at the bottom of where we see the sign indicating that Hydro-Québec participated in the project, we imagine in the distant past. It's all ready for the marker in Google Map. All along the trail, there are small steep paths to see the stream, but .. bof. The main path, in sand and rock is o.k. for jogging, but a bit ugly for bicycles. It is a curiosity but not worth the detour.",0
How all modern cities maintains nevertheless old houses and buildings ... very clean and tidy ... sure how is a characteristic of Canada .... cosmopolitan city and many cultures are regular visitors of this country in general ... .. many immigrants but all with a lot of respect for different cultures ... you can live together and this is an example .... nice metro and places to go ....,1
An oasis of greenery and peace close to the city center. Well-marked walking trails set within a protected area where a wide variety of birds can be seen.,1
Excellent playground for children and family,0
"Nice, calm and peaceful. Not many tables, but blanket on the grass does it. Keep in mind that as there is water ... there are mosquitoes !",1
Beautiful park,1
"I really loved the place. Kids had a lot of fun.
It is small, but more than enough to have fun.
If you don't have your own sleds, you will have to book 24 hours in advance. Best thing: everything is FREE.
Parking is available and people there are very friendly.
Overall experience: definitely something you and your family will love.",1
Nice to get up there on the weekdays,1
Attended a brooklyn block party here. Felt like I was the only tourist there as it turned out to be an actual party for the neigbourhood. Awesome crowd. Awesome party. And fireworks.,1
Excellent for practicing archery,1
Nice and clean.  Love to go do my steps there,1
"Good choice for summer recreation
Many sports and outdoor activities.",1
Very nice bike path and known for roller blade,1
"Nice park, I like all activities there",1
Beautiful park !!! Unfortunately a small minority of people who frequent it are not clean.,1
Once i met a an old guy in a wheel chair and he was a really cool guy... but then i met this other guy in a wheel chair who was also a really cool dude... so i decided to get the 2guys together and see if we could meet up in the park... good times,1
Great place for hiking.,1
Big and calm,1
Peaceful and above all beautiful,1
Nice park to relax or play sports,1
Beautiful grass,1
Is no restroom around,0
"Great place to visit. Nice views, clean air and daily free fun events in summer.",1
"We love it here. Such a gem in the city! They have many, many, many walking trails through the park. We especially like BBQing near the lake, which is super close to the parking lot. To note: parking lot has the typical city prices, so be prepared and pay for parking!",1
"It's a really nice park. You can go in any season of the year. You can have great time here. There is a big area for dogs, there is a Baseball camp. There is Piscine for the kids in summer. There is games for the little ones and a closed one for the more little ones. Is quiet and we have went in family and also with friends.",1
"This park is simply magnificent, beautiful and wide open. The modules are great my son has tripper. The water games are also very well located and even I watered a bit. And guys are just WOW. LOLL",1
Excellent place Please ... there are lots of bins at your disposal,1
Saw this cute buddy,1
Great spot to watch the fireworks and enjoying the evening,1
"This has been the park since my childhood. I find this part amazing for children of any age as their is a basketball court a little bit further back making it enjoyable! Great, small and really fun park overall.",1
Under reconstruction,0
Beautiful place to catch a break in the heart of the city.,1
"Nice park for family or friends gathering. Has a playground for children, a skating rink in winter  .",0
"A very quiet place and very suitable for a picnic with the family. It is in an area of ​​the city that is not very busy, which is ideal to relax. It has bathrooms and soccer fields, basketball and gardens. It depends on the season there are geese and ducks in the lake.",1
Waterfront park on Nun's Island with a playground,1
Great as a place,1
Great park loads of things to do,1
"A park reserved for winter activities, for children and. The adults. In April, it comes back to summer activities With all the best.",0
Very urban,1
Excellent,1
"This is a beautiful park it has these great trees, its not relly a bring the kids type a parc its more like a oh my god i need fove minutes to myself park but next to it is a bring the kids park.",1
"New park 2016, a lot of shade with beautiful mature trees, water games, modules for young and old, sand, picnic tables, petanque, bike rack. Relatively quiet.",1
It's a great place to sliding on in the winter with the kids,1
"Very nice little beach, but watch out, it's crowded in summer!",1
"There is a dog park, a park for small kids, older kids, a ping-pong table, a field to play soccer or football or whatever, and what I think is a shuffleboard area (might be something else).

It's nice.",1
"A very good place to look at Montreal from the mountain. Many people, ice cream, excellent place for travel photos and selfies.",1
"Small haven of peace to relax, lots of squirrels.",1
Just peachy,1
Beautiful park very pleasant at the water's edge,1
"Very pleasant little park. There are romper, play modules, baseball / softball and soccer.",1
Super beautiful park,1
Very beautiful parc!!,1
"Very crowded tonight, difficult to do social distancing so we left.",0
Good place.,0
Great,1
Awesome park,1
It was nice and spacious,1
Oh it's a nice huge park for everyone and it was my camping ground in August 2004 I was stuck on the street very nice place.,1
"Great play parc for young kids, the playground floor is a rubber type material for the 4yo + section. Some of the floor section are damaged and a few installation are slightly damaged (both spinning structures) but overall a lot of fun !!!",1
park with beautiful landscaping. Very frequented by the elderly. Possibility to play a pétancle.,1
Very good park.,1
Haven't been planning to go,0
